Element Name,Windows NT,Windows,Component,Component Version,Declaration Header,Include Header,Library,Unicode,Element Type
GetTextCharset,Windows NT 3.5 or later,Windows 95 or later,NLS,,Wingdi.h,Windows.h,Gdi32.lib,,function
GetTextCharsetInfo,Windows NT 3.51 or later,Windows 95 or later,NLS,,Wingdi.h,Windows.h,Gdi32.lib,,function
GetThreadLocale,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnls.h,Windows.h,Kernel32.lib,,function
GetTimeFormat,Windows NT 3.5 or later,Windows 95 or later,NLS,,Winnls.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetUserDefaultLangID,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnls.h,Windows.h,Kernel32.lib,,function
GetUserDefaultLCID,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnls.h,Windows.h,Kernel32.lib,,function
GetUserDefaultUILanguage,Windows 2000,Unsupported.,NLS,,Winnls.h,Windows.h,Kernel32.lib,,function
ImmAssociateContext,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmAssociateContextEx,Windows 2000,Windows 98,NLS,,Imm.h,,Imm32.lib,,function
ImmConfigureIME,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmCreateContext,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmDestroyContext,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmDisableIME,Windows 2000,Windows 98,NLS,,Imm.h,,Imm32.lib,,function
ImmEnumInputContext,Windows 2000,Windows 98,NLS,,Imm.h,,Imm32.lib,,function
ImmEnumRegisterWord,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmEscape,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmGetCandidateList,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmGetCandidateListCount,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmGetCandidateWindow,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmGetCompositionFont,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmGetCompositionString,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmGetCompositionWindow,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmGetContext,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmGetConversionList,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmGetConversionStatus,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmGetDefaultIMEWnd,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmGetDescription,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmGetGuideLine,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmGetIMEFileName,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmGetImeMenuItems,Windows 2000,Windows 98,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
ImmGetOpenStatus,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmGetProperty,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmGetRegisterWordStyle,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmGetStatusWindowPos,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmGetVirtualKey,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmInstallIME,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmIsIME,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmIsUIMessage,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmNotifyIME,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmRegisterWord,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmReleaseContext,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmSetCandidateWindow,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmSetCompositionFont,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmSetCompositionString,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
ImmSetCompositionWindow,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmSetConversionStatus,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmSetOpenStatus,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmSetStatusWindowPos,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmSimulateHotKey,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,,function
ImmUnregisterWord,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,Imm32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
IsDBCSLeadByte,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnls.h,Windows.h,Kernel32.lib,,function
IsDBCSLeadByteEx,Windows NT 3.51 or later,Windows 95 or later,NLS,,Winnls.h,Windows.h,Kernel32.lib,,function
IsTextUnicode,Windows NT 3.5 or later,Unsupported.,NLS,,Winbase.h,Windows.h,Advapi32.lib,,function
IsValidCodePage,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnls.h,Windows.h,Kernel32.lib,,function
IsValidLanguageGroup,Windows 2000,Windows 98,NLS,,Winnls.h,Windows.h,Kernel32.lib,,function
IsValidLocale,Windows NT 3.5 or later,Windows 95 or later,NLS,,Winnls.h,Windows.h,Kernel32.lib,,function
LCMapString,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnls.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
MultiByteToWideChar,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnls.h,Windows.h,Kernel32.lib,,function
ScriptApplyDigitSubstitution,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptApplyLogicalWidth,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptBreak,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptCacheGetHeight,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptCPtoX,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptFreeCache,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptGetCMap,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptGetFontProperties,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptGetGlyphABCWidth,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptGetLogicalWidths,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptGetProperties,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptIsComplex,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptItemize,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptJustify,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptLayout,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptPlace,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptRecordDigitSubstitution,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptShape,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptString_pcOutChars,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptString_pLogAttr,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptString_pSize,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptStringAnalyse,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptStringCPtoX,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptStringFree,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptStringGetLogicalWidths,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptStringGetOrder,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptStringOut,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptStringValidate,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptStringXtoCP,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptTextOut,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
ScriptXtoCP,Windows 2000,,NLS,,Usp10.h,,Usp10.lib,,function
SetCalendarInfo,Windows 2000,Windows 98,NLS,,Winnls.h,Windows.h,Kernel32.lib,,function
SetLocaleInfo,Windows NT 3.5 or later,Windows 95 or later,NLS,,Winnls.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
SetThreadLocale,Windows NT 3.1 or later,Unsupported.,NLS,,Winnls.h,Windows.h,Kernel32.lib,,function
TranslateCharsetInfo,Windows NT 4.0 or later,Windows 95 or later,NLS,,Wingdi.h,Windows.h,Gdi32.lib,,function
WideCharToMultiByte,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnls.h,Windows.h,Kernel32.lib,,function
LANGIDFROMLCID,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnt.h,Windows.h,,,macro
MAKELANGID,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnt.h,Windows.h,,,macro
MAKELCID,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnt.h,Windows.h,,,macro
MAKESORTLCID,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnt.h,Windows.h,,,macro
PRIMARYLANGID,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnt.h,Windows.h,,,macro
SORTIDFROMLCID,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnt.h,Windows.h,,,macro
SORTVERSIONFROMLCID,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnt.h,Windows.h,,,macro
SUBLANGID,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnt.h,Windows.h,,,macro
TEXT,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnt.h,Windows.h,,,macro
IMC_CLOSESTATUSWINDOW,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
IMC_GETCANDIDATEPOS,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
IMC_GETCOMPOSITIONFONT,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
IMC_GETCOMPOSITIONWINDOW,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
IMC_GETSTATUSWINDOWPOS,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
IMC_OPENSTATUSWINDOW,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
IMC_SETCANDIDATEPOS,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
IMC_SETCOMPOSITIONFONT,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
IMC_SETCOMPOSITIONWINDOW,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
IMC_SETSTATUSWINDOWPOS,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
IMR_CANDIDATEWINDOW,Windows 2000,Windows 98,NLS,,Imm.h,,,,message
IMR_COMPOSITIONFONT,Windows 2000,Windows 98,NLS,,Imm.h,,,,message
IMR_COMPOSITIONWINDOW,Windows 2000,Windows 98,NLS,,Imm.h,,,,message
IMR_CONFIRMRECONVERTSTRING,Windows 2000,Windows 98,NLS,,Imm.h,,,,message
IMR_DOCUMENTFEED,Windows 2000,Windows 98,NLS,,Imm.h,,,,message
IMR_QUERYCHARPOSITION,Windows 2000,Windows 98,NLS,,Imm.h,,,,message
IMR_RECONVERTSTRING,Windows 2000,Windows 98,NLS,,Imm.h,,,,message
WM_IME_CHAR,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
WM_IME_COMPOSITION,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
WM_IME_COMPOSITIONFULL,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
WM_IME_CONTROL,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
WM_IME_ENDCOMPOSITION,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
WM_IME_KEYDOWN,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
WM_IME_KEYUP,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
WM_IME_NOTIFY,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
WM_IME_REQUEST,Windows 2000,Windows 98,NLS,,Imm.h,,,,message
WM_IME_SELECT,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
WM_IME_SETCONTEXT,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
WM_IME_STARTCOMPOSITION,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,message
IMN_CHANGECANDIDATE,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,notification message
IMN_CLOSECANDIDATE,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,notification message
IMN_CLOSESTATUSWINDOW,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,notification message
IMN_GUIDELINE,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,notification message
IMN_OPENCANDIDATE,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,notification message
IMN_OPENSTATUSWINDOW,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,notification message
IMN_SETCANDIDATEPOS,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,notification message
IMN_SETCOMPOSITIONFONT,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,notification message
IMN_SETCOMPOSITIONWINDOW,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,notification message
IMN_SETCONVERSIONMODE,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,notification message
IMN_SETOPENSTATUS,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,notification message
IMN_SETSENTENCEMODE,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,notification message
IMN_SETSTATUSWINDOWPOS,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,notification message
CANDIDATEFORM,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,structure
CANDIDATELIST,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,structure
CHARSETINFO,Windows NT 4.0 or later,Windows 95 or later,NLS,,Wingdi.h,Windows.h,,,structure
COMPOSITIONFORM,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,,structure
CPINFO,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnls.h,Windows.h,,,structure
CPINFOEX,Windows 2000,Windows 98,NLS,,Winnls.h,Windows.h,,Declared as Unicode and ANSI structures.,structure
CURRENCYFMT,Windows NT 3.1 or later,Windows 95 or later,NLS,,Winnls.h,Windows.h,,Declared as Unicode and ANSI structures.,structure
FONTSIGNATURE,Windows NT 4.0 or later,Windows 95 or later,NLS,,Wingdi.h,Windows.h,,,structure
GOFFSET,Windows 2000,,NLS,,Usp10.h,,,,structure
IMECHARPOSITION,Windows 2000,Windows 98,NLS,,Imm.h,,,,structure
IMEMENUITEMINFO,Windows 2000,Windows 98,NLS,,Imm.h,,,Declared as Unicode and ANSI structures.,structure
LOCALESIGNATURE,Windows NT 4.0 or later,Windows 95 or later,NLS,,Wingdi.h,Windows.h,,,structure
NUMBERFMT,Windows NT 3.5 or later,Windows 95 or later,NLS,,Winnls.h,Windows.h,,Declared as Unicode and ANSI structures.,structure
RECONVERTSTRING,Windows 2000,Windows 98,NLS,,Imm.h,,,,structure
REGISTERWORD,Windows NT 3.51 or later,Windows 95 or later,NLS,,Imm.h,,,Declared as Unicode and ANSI structures.,structure
SCRIPT_ANALYSIS,Windows 2000,,NLS,,Usp10.h,,,,structure
SCRIPT_CACHE,Windows 2000,,NLS,,Usp10.h,,,,structure
SCRIPT_CONTROL,Windows 2000,,NLS,,Usp10.h,,,,structure
SCRIPT_DIGITSUBSTITUTE,Windows 2000,,NLS,,Usp10.h,,,,structure
SCRIPT_FONTPROPERTIES,Windows 2000,,NLS,,Usp10.h,,,,structure
SCRIPT_ITEM,Windows 2000,,NLS,,Usp10.h,,,,structure
SCRIPT_LOGATTR,Windows 2000,,NLS,,Usp10.h,,,,structure
SCRIPT_PROPERTIES,Windows 2000,,NLS,,Usp10.h,,,,structure
SCRIPT_STATE,Windows 2000,,NLS,,Usp10.h,,,,structure
SCRIPT_STRING_ANALYSIS,Windows 2000,,NLS,,Usp10.h,,,,structure
SCRIPT_TABDEF,Windows 2000,,NLS,,Usp10.h,,,,structure
SCRIPT_VISATTR,Windows 2000,,NLS,,Usp10.h,,,,structure
STYLEBUF,Windows NT 4.0 or later,Windows 95 or later,NLS,,Imm.h,,,Declared as Unicode and ANSI structures.,structure
ChoosePixelFormat,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Wingdi.h,Windows.h,Gdi32.lib,,function
DescribePixelFormat,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Wingdi.h,Windows.h,Gdi32.lib,,function
GetPixelFormat,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Wingdi.h,Windows.h,Gdi32.lib,,function
glAccum,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glAddSwapHintRectWIN,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glAlphaFunc,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glAreTexturesResident,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glArrayElement,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glBegin; glEnd,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glBindTexture,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glBitmap,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glBlendFunc,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glCallList,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glCallLists,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glClear,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glClearAccum,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glClearColor,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glClearDepth,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glClearIndex,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glClearStencil,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glClipPlane,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glColor,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glColorMask,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glColorMaterial,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glColorPointer,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glColorSubTableEXT,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glColorTableEXT,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glCopyPixels,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glCopyTexImage1D,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glCopyTexImage2D,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glCopyTexSubImage1D,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glCopyTexSubImage2D,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glCullFace,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glDeleteLists,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glDeleteTextures,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glDepthFunc,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glDepthMask,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glDepthRange,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glDrawArrays,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glDrawBuffer,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glDrawElements,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glDrawPixels,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glEdgeFlag; glEdgeFlagv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glEdgeFlagPointer,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glEnable; glDisable,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glEnableClientState; glDisableClientState,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glEvalCoord,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glEvalMesh1; glEvalMesh2,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glEvalPoint1; glEvalPoint2,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glFeedbackBuffer,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glFinish,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glFlush,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glFogf; glFogi; glFogfv; glFogiv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glFrontFace,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glFrustum,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGenLists,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGenTextures,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGetBooleanv; glGetDoublev; glGetFloatv; glGetIntegerv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
